09-24 02:45:10 pair run: kiota-java-1.10.0, 14 MCIs, 13 to do, model gpt-5.6-luna
09-24 13:45:24   V2 com.cloud.network.dao.NetworkVO::25: FAILED_BEHAVIORAL_EQUIVALENCE  model 38.35s (3 calls), audit 0s, total 213s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 13:47:05   V1 com.cloud.network.dao.NetworkVO::25: FAILED_BEHAVIORAL_EQUIVALENCE  model 45.44s (7 calls), audit 0s, total 100s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 13:48:54   V2 com.cloud.network.dao.NetworkVO::24: FAILED_BEHAVIORAL_EQUIVALENCE  model 29.07s (2 calls), audit 0s, total 90s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 13:50:31   V1 com.cloud.network.dao.NetworkVO::24: FAILED_BEHAVIORAL_EQUIVALENCE  model 37.59s (7 calls), audit 0s, total 97s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 13:55:24   V2 com.cloud.network.dao.NetworkVO::23: FAILED_BEHAVIORAL_EQUIVALENCE  model 83.46s (6 calls), audit 0s, total 291s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 13:56:42   V1 com.cloud.network.dao.NetworkVO::23: FAILED_BEHAVIORAL_EQUIVALENCE  model 18.22s (3 calls), audit 0s, total 78s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 13:59:12   V2 com.cloud.network.dao.NetworkVO::22: FAILED_BEHAVIORAL_EQUIVALENCE  model 89.59s (6 calls), audit 0s, total 147s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:00:54   V1 com.cloud.network.dao.NetworkVO::22: FAILED_BEHAVIORAL_EQUIVALENCE  model 44.27s (5 calls), audit 0s, total 102s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:01:00   V2 com.cloud.network.dao.NetworkVO::21: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 4s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡ / æœªä¿®æ”¹çš„éš”ç¦»å‰¯æœ¬æ— æ³•æä¾›å¯éªŒè¯çš„åŸºçº¿è¯æ®ï¼šCompilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:01:03   V1 com.cloud.network.dao.NetworkVO::21: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡ / æœªä¿®æ”¹çš„éš”ç¦»å‰¯æœ¬æ— æ³•æä¾›å¯éªŒè¯çš„åŸºçº¿è¯æ®ï¼šCompilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:01:06   V2 com.cloud.network.dao.NetworkVO::20: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡ / æœªä¿®æ”¹çš„éš”ç¦»å‰¯æœ¬æ— æ³•æä¾›å¯éªŒè¯çš„åŸºçº¿è¯æ®ï¼šCompilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:01:09   V1 com.cloud.network.dao.NetworkVO::20: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡ / æœªä¿®æ”¹çš„éš”ç¦»å‰¯æœ¬æ— æ³•æä¾›å¯éªŒè¯çš„åŸºçº¿è¯æ®ï¼šCompilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:04:03   V2 com.cloud.network.dao.NetworkVO::19: FAILED_SYNTACTIC_VALIDITY  model 79.88s (5 calls), audit 0s, total 175s, baseline reused  | Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:05:03   V1 com.cloud.network.dao.NetworkVO::19: FAILED_SYNTACTIC_VALIDITY  model 20.04s (3 calls), audit 0s, total 60s, baseline reused  | Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:09:06   V2 com.cloud.network.dao.NetworkVO::18: FAILED_BEHAVIORAL_EQUIVALENCE  model 94.52s (3 calls), audit 0s, total 240s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:10:51   V1 com.cloud.network.dao.NetworkVO::18: FAILED_BEHAVIORAL_EQUIVALENCE  model 60.95s (7 calls), audit 0s, total 106s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:15:01   V2 com.cloud.network.dao.NetworkVO::17: FAILED_SYNTACTIC_VALIDITY  model 119.07s (3 calls), audit 0s, total 248s, baseline reused  | Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:16:47   V1 com.cloud.network.dao.NetworkVO::17: FAILED_BEHAVIORAL_EQUIVALENCE  model 54.47s (7 calls), audit 0s, total 105s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:18:22   V2 com.cloud.network.dao.NetworkVO::16: FAILED_BEHAVIORAL_EQUIVALENCE  model 33.03s (2 calls), audit 0s, total 93s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:19:35   V1 com.cloud.network.dao.NetworkVO::16: FAILED_BEHAVIORAL_EQUIVALENCE  model 20.03s (3 calls), audit 0s, total 73s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:19:59   V2 com.cloud.network.dao.NetworkVO::15: SUCCESS  model 15.59s (2 calls), audit 4.36s, total 22s, baseline reused
09-24 14:21:44   V1 com.cloud.network.dao.NetworkVO::15: FAILED_SYNTACTIC_VALIDITY  model 71.28s (9 calls), audit 0s, total 105s, baseline reused  | Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:26:00   V2 com.cloud.network.dao.NetworkVO::14: FAILED_BEHAVIORAL_EQUIVALENCE  model 71.3s (5 calls), audit 0s, total 236s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:27:15   V1 com.cloud.network.dao.NetworkVO::14: FAILED_BEHAVIORAL_EQUIVALENCE  model 21.79s (3 calls), audit 0s, total 75s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:32:04   V2 com.cloud.network.dao.NetworkVO::13: FAILED_BEHAVIORAL_EQUIVALENCE  model 119.24s (7 calls), audit 0s, total 287s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:32:56   V1 com.cloud.network.dao.NetworkVO::13: MODEL_DECLINED  model 51.02s (5 calls), audit 0s, total 52s, baseline -  | V1: stub does not match reusable method: the test stubs network.getId(), but createMockNetworkVO() does not provide that stub before its first use
09-24 14:36:40   V2 com.cloud.network.dao.NetworkVO::12: FAILED_BEHAVIORAL_EQUIVALENCE  model 44.16s (3 calls), audit 0s, total 221s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:38:22   V1 com.cloud.network.dao.NetworkVO::12: FAILED_BEHAVIORAL_EQUIVALENCE  model 38.8s (7 calls), audit 0s, total 102s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:39:12   V2 com.cloud.network.dao.NetworkVO::11: SUCCESS  model 44.52s (6 calls), audit 2.44s, total 48s, baseline reused
09-24 14:40:47   V1 com.cloud.network.dao.NetworkVO::11: FAILED_BEHAVIORAL_EQUIVALENCE  model 32.33s (5 calls), audit 0s, total 94s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:44:34   V2 com.cloud.network.dao.NetworkVO::10: FAILED_BEHAVIORAL_EQUIVALENCE  model 65.95s (3 calls), audit 0s, total 224s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:45:24   V1 com.cloud.network.dao.NetworkVO::10: FAILED_SYNTACTIC_VALIDITY  model 16.41s (3 calls), audit 0s, total 50s, baseline reused  | Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:46:03   V2 com.cloud.network.dao.NetworkVO::9: SUCCESS  model 32.04s (4 calls), audit 3.12s, total 36s, baseline reused
09-24 14:47:22   V1 com.cloud.network.dao.NetworkVO::9: FAILED_BEHAVIORAL_EQUIVALENCE  model 17.45s (3 calls), audit 0s, total 79s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:50:00   V2 com.cloud.network.dao.NetworkVO::8: FAILED_SYNTACTIC_VALIDITY  model 108.99s (10 calls), audit 0s, total 158s, baseline reused  | Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:52:03   V1 com.cloud.network.dao.NetworkVO::8: FAILED_SYNTACTIC_VALIDITY  model 81.04s (9 calls), audit 0s, total 124s, baseline reused  | Compilation did not pass / ç¼–è¯‘æœªé€šè¿‡
09-24 14:54:54   V2 com.cloud.network.dao.NetworkVO::7: FAILED_BEHAVIORAL_EQUIVALENCE  model 56.43s (5 calls), audit 0s, total 169s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 14:56:18   V1 com.cloud.network.dao.NetworkVO::7: FAILED_BEHAVIORAL_EQUIVALENCE  model 19.57s (3 calls), audit 0s, total 84s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
Traceback (most recent call last):
  File "D:\CloneDeMocker-v2-transfer-20260914\CloneDeMocker-v2\baseline_v1\drive.py", line 318, in <module>
    (worker if args.worker else supervise)(args.lane, args.projects)
  File "D:\CloneDeMocker-v2-transfer-20260914\CloneDeMocker-v2\baseline_v1\drive.py", line 271, in worker
    summary = run_pair.run_project(run_id, project, after_mci=after,
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\CloneDeMocker-v2-transfer-20260914\CloneDeMocker-v2\baseline_v1\run_pair.py", line 223, in run_project
    verdict = record(project, mci_id, result, run_id, model, harness)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\CloneDeMocker-v2-transfer-20260914\CloneDeMocker-v2\baseline_v1\run_pair.py", line 153, in record
    canonical_store.merge(project=project, repository_root=REPO, entries=[entry], detection_source=None,
  File "D:\CloneDeMocker-v2-transfer-20260914\CloneDeMocker-v2\studio\canonical_store.py", line 254, in merge
    results_path.write_text(json.dumps(canonical, ensure_ascii=False, indent=2), encoding="utf-8")
  File "D:\CloneDeMocker-v2-transfer-20260914\CloneDeMocker-v2\.uv-python\cpython-3.11-windows-x86_64-none\Lib\pathlib.py", line 1078, in write_text
    with self.open(mode='w', encoding=encoding, errors=errors, newline=newline) as f:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\CloneDeMocker-v2-transfer-20260914\CloneDeMocker-v2\.uv-python\cpython-3.11-windows-x86_64-none\Lib\pathlib.py", line 1044, in open
    return io.open(self, mode, buffering, encoding, errors, newline)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
OSError: [Errno 22] Invalid argument: 'D:\\CloneDeMocker-v2-transfer-20260914\\CloneDeMocker-v2\\data\\cloudstack\\refactoring\\CloneDeMocker+Luna-5.6\\refactoring-results.json'
09-24 14:58:51 pair run: cloudstack, 1828 MCIs, 1730 to do, model gpt-5.6-luna, reverse
09-24 14:59:33   V2 com.cloud.network.dao.NetworkVO::6: SUCCESS  model 35.5s (5 calls), audit 2.81s, total 40s, baseline reused
09-24 15:00:53   V1 com.cloud.network.dao.NetworkVO::6: FAILED_BEHAVIORAL_EQUIVALENCE  model 24.88s (4 calls), audit 0s, total 80s, baseline reused  | Test execution did not pass / æµ‹è¯•æ‰§è¡Œæœªé€šè¿‡
09-24 15:01:00 pair run: cloudstack, 1828 MCIs, 1729 to do, model gpt-5.6-luna, reverse
09-24 15:03:33   V2 com.cloud.network.dao.NetworkVO::5: SUCCESS  model 57.58s (5 calls), audit 2.81s, total 149s, baseline reused
09-24 15:04:00   V1 com.cloud.network.dao.NetworkVO::5: SUCCESS  model 23.07s (4 calls), audit 2.44s, total 27s, baseline reused
09-24 15:06:47   V2 com.cloud.network.dao.NetworkVO::4: SUCCESS  model 69.53s (6 calls), audit 11.12s, total 164s, baseline reused
09-24 15:08:52   V1 com.cloud.network.dao.NetworkVO::4: SUCCESS  model 36.99s (5 calls), audit 2.81s, total 125s, baseline reused
09-24 15:11:08   V2 com.cloud.network.dao.NetworkVO::3: SUCCESS  model 26.98s (4 calls), audit 3.07s, total 133s, baseline reused
09-24 15:13:00   V1 com.cloud.network.dao.NetworkVO::3: SUCCESS  model 18.61s (4 calls), audit 2.64s, total 112s, baseline reused
09-24 15:17:33   V2 com.cloud.network.dao.NetworkVO::1: SUCCESS  model 137.27s (9 calls), audit 5.3s, total 271s, baseline reused
09-24 15:20:43   V1 com.cloud.network.dao.NetworkVO::1: SUCCESS  model 60.51s (9 calls), audit 4.39s, total 191s, baseline reused
09-24 15:22:58   V2 org.apache.cloudstack.api.command.user.vm.RestoreVMCmd::1: SUCCESS  model 29.33s (4 calls), audit 2.71s, total 132s, baseline reused
09-24 15:27:13   V1 org.apache.cloudstack.api.command.user.vm.RestoreVMCmd::1: SUCCESS  model 13.52s (4 calls), audit 2.93s, total 255s, baseline reused
09-24 15:31:49   V2 org.apache.cloudstack.api.command.admin.gpu.CreateGpuCardCmd::1: SUCCESS  model 43.95s (6 calls), audit 3.15s, total 273s, baseline reused
09-24 15:36:29   V1 org.apache.cloudstack.api.command.admin.gpu.CreateGpuCardCmd::1: SUCCESS  model 27.36s (6 calls), audit 3.3s, total 280s, baseline reused
09-24 15:36:37   V2 VirtualMachineConfigSpec::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 5s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 15:36:43   V1 VirtualMachineConfigSpec::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 7s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 15:40:37   V2 org.apache.cloudstack.framework.messagebus.MessageBus::1: SUCCESS  model 6.45s (2 calls), audit 3.02s, total 234s, baseline reused
09-24 15:42:29   V1 org.apache.cloudstack.framework.messagebus.MessageBus::1: SUCCESS  model 14.06s (5 calls), audit 2.97s, total 112s, baseline reused
09-24 15:44:13   V2 com.cloud.utils.db.SearchCriteria<org.apache.cloudstack.backup.BackupScheduleVO>::1: SUCCESS  model 11.37s (2 calls), audit 3.45s, total 101s, baseline reused
09-24 15:47:50   V1 com.cloud.utils.db.SearchCriteria<org.apache.cloudstack.backup.BackupScheduleVO>::1: SUCCESS  model 121.81s (4 calls), audit 4.3s, total 217s, baseline reused
09-24 15:47:56   V2 LbPools::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 4s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 15:48:00   V1 LbPools::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 15:48:16   V2 LbPools::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 15:48:19   V1 LbPools::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 15:50:17   V2 org.apache.cloudstack.api.command.admin.network.CreateGuestNetworkIpv6PrefixCmd::1: SUCCESS  model 26.5s (5 calls), audit 2.49s, total 118s, baseline reused
09-24 15:52:03   V1 org.apache.cloudstack.api.command.admin.network.CreateGuestNetworkIpv6PrefixCmd::1: SUCCESS  model 19.81s (5 calls), audit 2.34s, total 106s, baseline reused
09-24 15:57:49   V2 org.apache.cloudstack.backup.dao.InternalBackupServiceJobDao::1: SUCCESS  model 168.71s (13 calls), audit 2.87s, total 344s, baseline reused
09-24 16:00:09   V1 org.apache.cloudstack.backup.dao.InternalBackupServiceJobDao::1: FAILED_SYNTACTIC_VALIDITY  model 98.19s (11 calls), audit 0s, total 139s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 16:02:33   V2 com.cloud.agent.api.RebootCommand::1: SUCCESS  model 10.14s (2 calls), audit 2.76s, total 142s, baseline reused
09-24 16:04:47   V1 com.cloud.agent.api.RebootCommand::1: SUCCESS  model 12.35s (4 calls), audit 3.7s, total 134s, baseline reused
09-24 16:04:53   V2 ObjectReference<FirewallSequence>::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 4s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 16:04:56   V1 ObjectReference<FirewallSequence>::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 16:05:30   V2 org.apache.cloudstack.dns.vo.DnsZoneNetworkMapVO::1: SUCCESS  model 29.09s (4 calls), audit 2.7s, total 33s, baseline reused
09-24 16:07:16   V1 org.apache.cloudstack.dns.vo.DnsZoneNetworkMapVO::1: SUCCESS  model 16.58s (4 calls), audit 2.98s, total 106s, baseline reused
09-24 16:08:39   V2 com.cloud.utils.db.EntityManager::3: SUCCESS  model 37.57s (4 calls), audit 3.21s, total 81s, baseline reused
09-24 16:08:57   V1 com.cloud.utils.db.EntityManager::3: MODEL_DECLINED  model 17.02s (2 calls), audit 0s, total 18s, baseline -  | V1: The reusable method requires diskOffering, but diskOffering is declared after entityMgr is created and assigned to cmd. Inserting the helper at the recommen
09-24 16:11:00   V2 com.cloud.utils.db.EntityManager::2: SUCCESS  model 56.0s (5 calls), audit 8.92s, total 122s, baseline reused
09-24 16:11:39   V1 com.cloud.utils.db.EntityManager::2: FAILED_SYNTACTIC_VALIDITY  model 23.97s (3 calls), audit 0s, total 40s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
